"run","coverage","avg_width"
1,0.966666666666667,1.53314347951178
2,1,2.12546532520794
3,0.866666666666667,0.90474499695366
4,0.9,0.863393522595589
5,0.966666666666667,1.58218944382567
6,0.966666666666667,1.59153340257416
7,0.933333333333333,1.22303291467533
8,0.966666666666667,2.19791007033498
9,0.933333333333333,2.58218508710455
10,0.7,0.7704216015731
11,0.833333333333333,1.05557954525276
12,0.966666666666667,1.26321734423222
13,0.933333333333333,1.2734963302511
14,0.866666666666667,1.03151499690541
15,1,1.40911426238143
16,1,12037492.7008458
17,0.9,0.885375953702722
18,0.766666666666667,0.897123398585368
19,1,20748971.6470722
20,0.866666666666667,0.73087285203106
21,1,1.56547178911327
22,0.933333333333333,1.31003116377157
23,1,1.3135853755303
24,1,1.38426073946745
25,1,20052479.3121444
26,0.966666666666667,1.84657789901494
27,1,3.41117454340946
28,1,1.70020466985609
29,0.833333333333333,0.621330793999815
30,0.8,0.795701350840611
31,0.933333333333333,1.55991623177878
32,1,2.02636369948371
33,0.966666666666667,1.72524293547783
34,0.9,1.13115634388697
35,0.966666666666667,1.4962005138955
36,0.9,1.00462324988324
37,0.9,1.00545179586443
38,1,1.45455995674302
39,0.866666666666667,1.00021512336018
40,0.866666666666667,0.755750330652101
41,1,4408814.55116375
42,1,2.98042273994664
43,0.666666666666667,0.699346530399202
44,0.966666666666667,1.38923733400588
45,0.7,0.708601528035069
46,0.966666666666667,3.43381924044356
47,1,10702266.9532045
48,0.933333333333333,1.36490468305607
49,0.933333333333333,1.05107444913964
50,1,1.60064050651712
51,0.966666666666667,0.997330626249344
52,0.966666666666667,1.43393322540196
53,0.866666666666667,0.890651544856949
54,0.9,0.830328359993441
55,0.933333333333333,3.31580005470244
56,0.766666666666667,0.840693099211655
57,0.933333333333333,1.84766699360193
58,0.933333333333333,1.23616200399287
59,0.933333333333333,1.26396959517272
60,0.8,1.34794236570797
61,0.833333333333333,0.82852625233635
62,0.8,0.77576632506365
63,1,2.04620552176915
64,1,1.11507691947049
65,0.9,1.50596909977668
66,0.966666666666667,1.55974559930033
67,1,2.05176228814379
68,1,6.83169704906138
69,1,1.63684558366002
70,0.866666666666667,1.10364114636101
71,0.933333333333333,1.39519716139627
72,1,21580142.8645068
73,0.866666666666667,1.04811912442889
74,1,3.19959040747146
75,0.8,1.13222037629923
76,1,2.13849488190414
77,0.933333333333333,0.893454755567708
78,0.966666666666667,2.5157717700913
79,0.833333333333333,0.69243141057997
80,0.866666666666667,0.875009972600877
81,1,2.22285260436715
82,0.966666666666667,18533761.0564202
83,0.833333333333333,1.02696351934009
84,0.9,0.874394155576004
85,0.966666666666667,1.36045782872312
86,0.966666666666667,0.991014157385172
87,0.966666666666667,0.931473012659613
88,1,4323845.78626884
89,0.766666666666667,0.722708988200238
90,0.933333333333333,2.26527753428019
91,1,1.31332560571064
92,0.866666666666667,0.874510331825821
93,0.9,1.26338628521863
94,0.933333333333333,1.11957115558196
95,0.966666666666667,2.83912809205733
96,0.8,1.09073171619981
97,0.7,0.726060913117603
98,1,2.62413872908261
99,1,1.066467421715
100,0.9,0.974143554279851
