"run","coverage","avg_width"
1,0.956521739130435,2.04853343875363
2,1,1.75728217608913
3,0.91304347826087,0.704165197412413
4,0.91304347826087,0.967835672474464
5,1,2.34532191977644
6,0.869565217391304,1.04698637121885
7,0.956521739130435,1.53427766015195
8,0.956521739130435,1.21963392151699
9,1,1.19540536844088
10,0.956521739130435,1.90788405399052
11,1,1.42547626153422
12,0.91304347826087,1.30598210462613
13,0.91304347826087,1.25892726874628
14,0.869565217391304,0.99014960765075
15,0.91304347826087,0.96079485231327
16,0.782608695652174,0.643859018500092
17,0.956521739130435,1.36223331342821
18,0.956521739130435,1.84883200787768
19,0.956521739130435,1.57501979839708
20,0.869565217391304,0.717294743539834
21,0.869565217391304,1.57382700509074
22,0.869565217391304,0.775106399467788
23,1,2.23520483634618
24,0.956521739130435,1.73946991829104
25,0.91304347826087,0.845420166100875
26,0.826086956521739,0.60710364094383
27,0.91304347826087,0.979967066804167
28,0.91304347826087,0.837817176953971
29,0.869565217391304,0.919760368792493
30,0.956521739130435,1.24758269291751
31,0.826086956521739,0.845717674541225
32,0.91304347826087,1.52888480803344
33,0.91304347826087,1.16364548213279
34,0.956521739130435,1.77414018503578
35,0.91304347826087,1.20716188562551
36,0.782608695652174,0.82942670845331
37,0.956521739130435,1.37247920021534
38,0.956521739130435,2.05573970780631
39,0.869565217391304,0.852656625206786
40,0.956521739130435,1.71275442730918
41,0.826086956521739,0.941563690077951
42,1,1.27557224353316
43,0.956521739130435,1.27506697630175
44,0.91304347826087,0.89329285937235
45,0.956521739130435,0.859174701597932
46,0.739130434782609,0.887226631189581
47,0.608695652173913,0.760069334293218
48,0.956521739130435,1.33239771257148
49,0.91304347826087,1.90799838839796
50,1,1.25191216819935
51,0.869565217391304,0.916282073295906
52,1,1.36876035563045
53,0.869565217391304,1.41177296095895
54,0.869565217391304,1.40264265056187
55,1,1.30739556102169
56,0.956521739130435,0.851884892900158
57,0.956521739130435,1.43808871081752
58,0.826086956521739,0.804411195895499
59,0.956521739130435,1.27184137050792
60,0.869565217391304,1.40842139323727
61,0.869565217391304,0.900867587916898
62,1,2.38789250799518
63,0.826086956521739,0.823764809378357
64,0.869565217391304,0.967172348570948
65,0.826086956521739,0.853184544987929
66,1,1.61096827808706
67,0.782608695652174,1.14460791355844
68,1,1.7978186762363
69,0.91304347826087,1.1050582986942
70,0.782608695652174,0.674584908248474
71,1,1.68782730644943
72,0.956521739130435,0.870213195565016
73,1,1.79547182245568
74,0.826086956521739,1.01652516954283
75,0.91304347826087,1.46631308783334
76,0.956521739130435,3.12718752407427
77,0.91304347826087,1.07664676121342
78,0.91304347826087,0.978971643525049
79,0.695652173913043,0.789402450160305
80,0.91304347826087,0.9410607666783
81,0.91304347826087,1.08482875234847
82,0.782608695652174,0.856508204000831
83,0.956521739130435,1.45216954724965
84,0.782608695652174,0.875066162604465
85,1,1.26377204089619
86,0.91304347826087,0.844852251938287
87,0.91304347826087,1.03307756657705
88,0.91304347826087,1.01488467655356
89,1,2.29709991956808
90,0.826086956521739,0.822011580121597
91,0.956521739130435,1.50739829132875
92,1,2.04466936534562
93,1,1.7740847449414
94,1,1.34015301606823
95,0.782608695652174,0.635605889359051
96,0.826086956521739,0.694198216223313
97,0.869565217391304,0.841457191785735
98,0.956521739130435,1.09382743462346
99,0.956521739130435,1.25285748021012
100,0.91304347826087,0.731562244930609
